team_id,team_abbr,team_name,player_id,player_name,position,jersey_number,overall,scheme_overall,dev_trait,age,height,weight,years_pro,is_active,is_on_ir,is_practice_squad,injury_type,injury_length,contract_years_left,contract_salary,cap_hit,speed,acceleration,agility,strength,awareness,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,carrying,catching,route_running_short,route_running_mid,route_running_deep,tackling,man_coverage,zone_coverage,block_shedding,power_moves,finesse_moves
775553024,SF,49ers,553387109,Cookie Gilchrist,FB,34,98,98,2,20,72,230,1,True,False,False,97,0,1,1550000,1750000,88,86,82,94,90,40,40,40,40,89,70,65,60,55,55,40,40,75,85,80
775553024,SF,49ers,553387628,Kevin Byard III,FS,31,91,91,1,20,71,212,1,True,False,False,97,0,4,7800000,2250000,89,88,88,73,91,44,31,26,36,78,82,31,12,10,83,75,91,65,27,53
775553024,SF,49ers,553386755,Xavier Woods,FS,36,82,82,0,29,71,200,7,True,False,False,97,0,1,800000,800000,89,90,88,71,82,21,6,6,6,71,78,24,14,10,79,70,77,59,66,43
775553024,SF,49ers,553387002,Christopher Smith II,FS,29,67,67,0,24,71,195,1,True,False,True,97,0,0,0,0,86,92,77,57,71,22,6,6,6,62,70,28,18,13,64,66,70,48,23,45
775553024,SF,49ers,553386920,Delarrin Turner-Yell,FS,32,65,65,0,24,71,200,2,True,False,True,97,0,0,0,0,90,92,85,53,66,25,15,10,10,60,69,34,31,27,61,60,68,49,39,39
775553024,SF,49ers,553386521,Tyreque Jones,FS,33,62,62,0,25,74,195,1,True,False,True,97,0,0,0,0,88,90,82,57,64,49,51,45,39,58,62,46,42,39,57,54,64,62,19,42
775553024,SF,49ers,553386274,Eric Dickerson,HB,29,99,99,3,22,75,220,1,True,False,False,97,0,2,9000000,7500000,97,97,91,84,94,24,20,18,16,91,72,58,52,46,42,22,30,36,17,10
775553024,SF,49ers,553388477,LeSean McCoy,HB,25,92,92,2,21,70,208,1,True,False,False,97,0,4,5400000,1500000,89,90,93,68,89,40,32,26,20,88,77,85,80,65,45,40,42,40,45,75
775553024,SF,49ers,553388694,David Johnson,HB,32,88,88,0,22,73,224,1,True,False,False,97,0,2,1900000,1000000,96,89,92,76,86,18,6,6,6,93,74,79,73,63,44,32,40,42,79,56
775553024,SF,49ers,553386605,Roschon Johnson,HB,35,73,73,0,23,72,225,1,True,False,False,97,0,1,800000,800000,86,89,82,78,73,51,44,38,31,94,65,53,45,37,33,10,15,32,74,10
775553024,SF,49ers,553386364,Jordan Mason,HB,34,69,69,0,25,71,223,2,True,False,True,97,0,0,0,0,88,91,77,72,71,36,28,21,14,88,60,50,42,35,42,30,35,37,75,20
775553024,SF,49ers,553388084,Tyler Badie,HB,36,68,68,0,24,68,197,2,True,False,True,97,0,0,0,0,90,94,83,74,66,25,20,15,10,90,69,62,58,52,34,19,28,30,88,10
775553024,SF,49ers,553386687,Emanuel Wilson,HB,38,63,63,0,25,71,226,1,True,False,True,97,0,0,0,0,90,93,80,72,59,35,29,26,21,84,67,62,57,49,37,10,15,31,65,10
775553024,SF,49ers,553388538,SaRodorick Thompson Jr,HB,36,62,62,0,24,72,215,1,True,False,True,97,0,0,0,0,84,89,77,73,65,25,24,21,17,84,66,62,54,45,39,15,21,30,22,15
775553024,SF,49ers,553386602,Stephen Gostkowski,K,3,97,97,3,22,73,215,1,True,False,False,97,0,4,5400000,1500000,25,32,30,40,98,45,30,20,10,40,35,10,10,10,31,12,12,24,25,10
775553024,SF,49ers,553388349,James McCourt,K,14,66,66,0,26,71,216,2,True,False,True,97,0,0,0,0,73,77,61,46,48,29,34,31,23,28,26,10,8,7,32,10,10,17,27,10
775553024,SF,49ers,553387288,Maxx Crosby,LEDGE,98,97,97,3,27,77,255,5,True,False,False,97,0,4,24000000,12000000,86,90,84,85,99,22,6,6,6,41,41,25,20,16,99,40,48,90,29,98
775553024,SF,49ers,553388684,Rashan Gary,LEDGE,96,80,80,2,26,77,277,5,True,False,False,97,0,2,2300000,1250000,86,89,79,83,89,23,6,6,6,32,30,14,10,6,83,39,49,78,32,75
775553024,SF,49ers,553386915,Randall McDaniel,LG,64,96,96,3,23,75,276,1,True,False,False,97,0,5,20000000,4000000,70,86,84,95,94,50,47,45,37,45,20,10,5,5,35,12,15,20,77,10
775553024,SF,49ers,553389128,Ali Marpet,LG,68,86,86,0,22,77,315,4,True,False,False,97,0,2,3500000,2000000,67,77,69,82,88,17,6,6,6,20,12,10,5,5,20,10,11,15,33,10
775553024,SF,49ers,553387431,John Simpson,LG,79,72,72,0,27,76,324,4,True,False,False,97,0,1,800000,800000,71,68,51,92,78,14,6,6,6,42,32,20,10,6,31,12,12,27,19,10
775553024,SF,49ers,553387351,Terron Armstead,LT,72,92,92,2,21,77,305,1,True,False,False,97,0,4,7000000,2250000,77,76,67,89,92,30,6,6,6,62,65,44,34,26,37,15,20,25,34,10
775553024,SF,49ers,553387708,Kingsley Suamataia,LT,76,76,76,1,21,77,326,0,True,False,False,97,0,2,1900000,1000000,71,76,67,89,74,78,15,11,9,31,35,14,12,11,40,15,20,30,20,33
775553024,SF,49ers,553388497,Matt Waletzko,LT,79,64,64,0,24,80,305,2,True,False,True,97,0,0,0,0,71,80,74,85,68,21,6,6,6,31,20,13,12,10,28,10,11,31,22,30
775553024,SF,49ers,553386033,Jeremiah Trotter,MIKE,54,98,98,2,22,73,262,1,True,False,False,97,0,1,4500000,9000000,82,86,78,88,93,25,6,6,6,76,62,42,36,30,97,78,83,94,84,72
775553024,SF,49ers,553386785,Zaire Franklin,MIKE,44,83,83,1,22,72,235,1,True,False,False,97,0,3,2400000,850000,85,90,81,80,85,22,6,6,6,52,61,10,6,5,90,61,68,68,32,64
775553024,SF,49ers,553386414,Rashaan Evans,MIKE,56,71,71,0,28,74,232,6,True,False,False,97,0,1,800000,800000,83,86,82,81,65,25,6,6,6,51,56,15,5,5,87,53,56,73,21,67
775553024,SF,49ers,553388920,Logan Cooke,P,10,81,81,0,29,77,230,6,True,False,False,97,0,3,2850000,1000000,73,68,51,56,69,43,26,20,16,41,39,15,15,15,33,13,16,26,80,10
775553024,SF,49ers,553389075,Peyton Manning,QB,18,99,99,2,21,77,230,1,True,False,False,97,0,5,50000000,20000000,60,64,65,74,99,98,98,99,95,78,35,20,15,10,25,12,18,21,78,9
775553024,SF,49ers,553387718,C.J. Stroud,QB,7,83,83,2,22,75,218,1,True,False,False,97,0,1,800000,800000,82,87,80,61,81,90,90,88,90,61,21,12,11,10,24,9,10,19,19,10
775553024,SF,49ers,553386498,Bruce Smith,REDGE,78,99,99,3,20,76,277,1,True,False,False,97,0,1,7500000,15000000,91,93,89,95,95,29,24,22,16,20,65,65,26,24,91,40,45,92,97,91
775553024,SF,49ers,553387375,Dominique Robinson,REDGE,90,73,73,0,26,77,253,2,True,False,False,97,0,1,800000,800000,82,89,77,81,66,62,55,50,42,61,65,43,41,37,78,32,45,67,80,73
775553024,SF,49ers,553388988,Chris Lindstrom,RG,63,94,94,2,21,75,307,1,True,False,False,97,0,1,1750000,2500000,77,81,69,92,98,23,6,6,6,19,26,16,6,5,32,12,12,15,23,10
775553024,SF,49ers,553388054,Dominick Puni,RG,77,73,73,1,24,77,320,0,True,False,False,97,0,1,800000,800000,61,64,68,86,74,24,22,21,13,43,44,22,21,15,46,9,9,42,74,31
775553024,SF,49ers,553388702,Taylor Moton,RT,71,84,84,1,30,77,325,7,True,False,False,97,0,3,5250000,2000000,66,65,62,88,96,20,18,13,6,23,28,13,5,5,31,12,12,34,78,10
775553024,SF,49ers,553386902,Nathan Thomas,RT,62,67,67,0,23,77,332,0,True,False,False,97,0,1,800000,800000,66,74,52,85,62,25,20,15,10,57,53,43,40,35,28,12,12,32,22,10
775553024,SF,49ers,553387971,Bobby Bell,SAM,50,99,99,2,22,76,228,2,True,False,False,97,0,5,20000000,6500000,85,87,86,88,95,10,10,10,10,70,82,10,10,10,96,91,94,90,92,88
775553024,SF,49ers,553386944,Jamien Sherwood,SAM,42,68,68,0,24,74,216,3,True,False,False,97,0,1,800000,800000,82,86,79,65,70,43,37,33,29,64,63,35,31,29,81,68,65,63,21,49
775553024,SF,49ers,553386020,Bob Sanders,SS,26,91,91,2,22,70,212,1,True,False,False,97,0,2,3900000,2250000,87,86,79,84,78,21,6,6,6,39,69,43,31,26,93,83,85,82,78,74
775553024,SF,49ers,553388179,Jartavius Martin,SS,20,76,76,1,24,72,195,1,True,False,False,97,0,1,800000,800000,90,97,87,61,71,25,8,7,6,62,75,24,14,12,69,78,73,53,75,43
775553024,SF,49ers,553387306,Mike Brown,SS,44,63,63,0,25,73,222,2,True,False,True,97,0,0,0,0,86,85,83,66,62,30,9,7,6,63,65,15,10,10,65,58,65,60,24,50
775553024,SF,49ers,553388399,Shannon Sharpe,TE,88,99,99,2,20,74,228,1,True,False,False,97,0,3,13500000,8000000,87,88,85,82,90,35,31,27,24,87,94,90,89,85,60,70,80,80,81,87
775553024,SF,49ers,553386180,Aaron Hernandez,TE,81,93,93,1,22,74,245,24,True,False,False,97,0,3,3450000,1250000,88,90,88,76,86,34,15,10,6,82,90,86,88,82,42,14,21,46,30,17
775553024,SF,49ers,553388823,Mo Alie-Cox,TE,80,73,73,0,30,77,267,6,True,False,False,97,0,1,800000,800000,83,82,74,70,72,25,15,10,6,72,83,71,67,64,28,10,13,19,30,10
775553024,SF,49ers,553387286,Ko Kieft,TE,41,65,65,0,26,77,265,2,True,False,True,97,0,0,0,0,73,70,79,75,66,24,22,15,11,72,74,64,58,51,34,10,10,35,26,10
775553024,SF,49ers,553387337,DeMeco Ryans,WILL,59,95,95,3,22,73,247,1,False,True,False,6,7,2,3800000,2250000,84,86,83,87,96,10,6,6,6,75,70,32,30,28,93,71,78,91,72,68
775553024,SF,49ers,553386817,Bralen Trice,WILL,48,72,72,1,23,76,274,0,True,False,False,97,0,1,800000,800000,82,85,77,76,77,27,6,6,6,30,28,15,8,4,86,47,51,76,23,75
775553024,SF,49ers,553386261,Mykal Walker,WILL,43,71,71,0,27,75,230,4,True,False,False,97,0,1,800000,800000,87,88,80,72,74,25,6,6,6,47,68,33,25,20,83,57,65,68,18,63
775553024,SF,49ers,553387515,Antonio Brown,WR,84,99,99,3,22,70,185,1,True,False,False,97,0,2,18000000,18000000,93,96,97,70,97,13,10,10,6,87,98,98,96,94,74,67,62,59,19,39
775553024,SF,49ers,553387490,Davante Adams,WR,17,94,94,3,31,73,215,10,True,False,False,97,0,2,4000000,3000000,90,91,95,63,95,45,15,10,6,76,93,95,95,93,42,18,24,52,0,10
775553024,SF,49ers,553387378,D.K. Metcalf,WR,14,87,87,3,26,76,235,5,True,False,False,97,0,3,4650000,1750000,96,94,84,79,86,34,18,13,10,74,90,84,82,86,33,15,29,38,27,10
775553024,SF,49ers,553387463,Dwayne Bowe,WR,82,84,84,0,21,75,215,1,True,False,False,97,0,3,2400000,850000,88,90,85,75,82,26,24,21,16,90,92,85,88,90,37,14,15,35,71,21
775553024,SF,49ers,553387520,Jacoby  Jones,WR,12,84,84,1,22,74,215,1,True,False,False,97,0,4,4600000,1250000,94,95,91,66,82,14,8,6,6,84,85,79,79,90,17,11,25,26,22,10
775553024,SF,49ers,553387047,JuJu Smith-Schuster,WR,89,77,77,0,27,73,215,7,True,False,False,97,0,1,800000,800000,88,90,85,72,76,34,24,18,14,70,84,79,78,74,43,37,45,28,21,21
775553024,SF,49ers,553386406,Grant DuBose,WR,86,64,64,0,23,74,201,1,True,False,True,97,0,0,0,0,87,90,85,60,64,51,40,31,29,73,78,67,66,64,29,10,10,27,76,10
775553025,CHI,Bears,553389032,Forrest Blue,C,60,96,96,2,21,77,278,1,True,False,False,97,0,2,4000000,3000000,62,68,65,94,93,7,4,2,1,60,35,10,5,1,50,10,12,60,35,28
775553025,CHI,Bears,553387006,Joe Tippmann,C,66,75,75,1,23,78,317,1,True,False,False,97,0,1,800000,800000,73,81,65,89,78,11,6,6,6,45,39,23,15,10,33,12,13,25,21,10
775553025,CHI,Bears,553389009,Mel Blount,CB,47,99,99,3,22,75,205,1,True,False,False,97,0,7,45660000,15000000,93,91,88,82,94,7,6,6,5,78,83,32,30,28,89,97,91,85,50,48
775553025,CHI,Bears,553387743,Trent McDuffie,CB,22,90,90,1,23,71,193,2,True,False,False,97,0,7,51190000,2500000,91,93,94,61,91,27,6,6,6,59,65,26,16,11,68,91,88,55,79,38
775553025,CHI,Bears,553386197,Xavien Howard,CB,27,84,84,1,20,73,203,1,True,False,False,97,0,3,4650000,1750000,90,90,85,65,88,27,6,6,6,64,85,26,16,11,62,83,84,57,29,36
775553025,CHI,Bears,553387993,Kader Kohou,CB,4,78,78,1,25,70,195,2,True,False,False,97,0,3,2400000,850000,93,93,80,63,79,25,6,6,6,53,70,10,9,8,56,77,71,44,33,24
775553025,CHI,Bears,553387921,Jerry Jacobs,CB,23,73,73,0,25,71,198,3,True,False,False,97,0,1,800000,800000,88,86,86,64,77,25,6,6,6,56,72,25,15,10,54,76,77,49,22,46
775553025,CHI,Bears,553386957,John Henderson,DT,98,95,95,2,25,79,335,3,True,False,False,97,0,5,20000000,6500000,68,72,68,96,92,20,18,15,13,70,44,30,24,20,96,25,30,97,94,72
775553025,CHI,Bears,553387552,Amobi Okoye,DT,90,92,92,2,22,77,317,1,True,False,False,97,0,2,3900000,2250000,76,80,70,92,88,10,8,7,6,26,23,15,7,3,92,50,58,94,84,64
775553025,CHI,Bears,553387341,Rashard Lawrence,DT,92,72,72,0,25,74,308,4,True,False,False,97,0,1,800000,800000,70,77,52,84,74,23,6,6,6,36,30,12,5,5,86,12,16,74,23,63
775553025,CHI,Bears,553387401,Byron Young,DT,93,70,70,0,23,75,297,1,True,False,False,97,0,1,800000,800000,71,81,59,82,72,10,7,6,6,40,37,10,7,5,82,15,23,74,33,53
775553025,CHI,Bears,553387054,James Develin,FB,46,99,99,1,21,75,255,1,True,False,False,97,0,1,1550000,1750000,76,80,72,87,88,16,6,6,6,86,72,65,52,38,60,62,69,49,50,62
775553025,CHI,Bears,553387336,Xavier McKinney,FS,29,85,85,1,26,72,201,4,True,False,False,97,0,2,3500000,2000000,88,90,88,67,84,25,6,6,6,62,76,10,10,10,82,78,82,61,21,54
775553025,CHI,Bears,553386029,John Johnson III,FS,43,79,79,1,28,72,209,7,True,False,False,97,0,1,800000,800000,86,88,90,67,81,26,6,6,6,66,75,25,15,10,69,73,81,54,29,45
775553025,CHI,Bears,553386071,Antonio Johnson,FS,26,71,71,0,22,75,195,1,True,False,True,97,0,0,0,0,88,92,80,55,69,23,15,10,10,54,64,45,40,33,69,75,70,53,31,49
775553025,CHI,Bears,553389020,Dadrion Taylor-Demerson,FS,42,70,70,0,23,71,195,0,True,False,True,97,0,0,0,0,92,93,85,57,65,31,25,20,14,71,70,52,45,39,69,66,68,51,20,32
775553025,CHI,Bears,553386370,Jerome Bettis,HB,36,99,99,3,22,71,252,1,True,False,False,97,0,4,5400000,1500000,85,86,80,90,97,19,6,6,6,98,74,66,62,58,45,10,12,55,32,34
775553025,CHI,Bears,553389001,Jim Brown,HB,32,99,99,3,22,74,232,1,True,False,False,97,0,2,6000000,5000000,89,94,86,96,92,30,25,24,20,92,85,60,58,55,70,15,20,70,98,85
775553025,CHI,Bears,553386480,Brandon Jacobs,HB,30,94,94,2,22,76,264,1,True,False,False,97,0,3,3450000,1250000,89,91,83,94,86,23,21,20,14,91,69,65,58,50,42,20,25,44,50,35
775553025,CHI,Bears,553386091,A.J. Dillon,HB,28,79,79,1,26,72,247,4,True,False,False,97,0,1,800000,800000,88,87,79,85,78,31,20,15,10,95,68,51,44,34,29,10,17,31,35,10
775553025,CHI,Bears,553386939,Keaton Mitchell,HB,34,74,74,1,22,68,186,1,True,False,True,97,0,0,0,0,94,95,82,60,71,27,25,24,20,86,71,62,53,54,27,25,32,23,73,22
775553025,CHI,Bears,553388094,Tank Bigsby,HB,4,72,72,0,23,72,213,1,True,False,True,97,0,0,0,0,90,92,84,75,69,27,20,16,12,87,62,56,48,40,32,11,16,31,35,10
775553025,CHI,Bears,553388222,Jason Sanders,K,7,76,76,1,28,71,190,6,True,False,False,97,0,3,2850000,1000000,78,79,59,37,65,26,32,20,15,28,46,22,14,12,27,11,17,19,25,10
775553025,CHI,Bears,553386525,Joshua Karty,K,7,71,71,1,22,74,207,0,True,False,True,97,0,0,0,0,75,80,64,45,54,34,31,21,20,26,32,19,15,12,24,11,14,11,25,10
775553025,CHI,Bears,553386279,Cam Little,K,39,70,70,0,21,74,179,0,True,False,True,97,0,0,0,0,74,78,65,41,54,29,32,21,12,20,21,15,15,15,21,11,12,12,30,10
775553025,CHI,Bears,553387714,George Karlaftis,LEDGE,96,83,83,1,23,76,263,2,True,False,False,97,0,4,7000000,2000000,80,86,80,84,86,20,6,6,6,42,47,13,5,3,91,17,23,81,70,75
775553025,CHI,Bears,553386189,Austin Booker,LEDGE,94,68,68,0,21,77,253,0,True,False,True,97,0,0,0,0,79,83,74,76,72,25,6,6,6,34,34,17,10,6,75,38,45,69,30,74
775553025,CHI,Bears,553386402,Brandon Dorlus,LEDGE,54,68,68,1,23,75,283,0,True,False,True,97,0,0,0,0,77,82,70,84,67,22,6,6,6,26,35,13,6,3,79,22,29,76,30,70
775553025,CHI,Bears,553387867,Antonio Moultrie,LEDGE,64,65,65,0,25,76,275,1,True,False,False,97,0,1,800000,800000,70,71,62,82,61,22,6,6,6,35,43,10,6,5,81,25,29,73,77,61
775553025,CHI,Bears,553387893,Larry Allen,LG,73,99,99,2,22,75,325,1,True,False,False,97,0,2,9000000,7500000,75,78,72,99,95,37,31,26,21,70,58,40,35,30,65,30,35,78,75,60
775553025,CHI,Bears,553389063,Nick Broeker,LG,74,64,64,0,23,76,305,1,True,False,False,97,0,1,960000,960000,63,74,60,81,72,25,10,8,6,42,35,24,21,18,26,11,12,32,30,26
775553025,CHI,Bears,553386348,Willie Roaf,LT,77,97,97,3,25,77,320,1,True,False,False,97,0,4,35400000,9000000,67,74,73,96,98,22,20,21,20,58,32,15,5,5,24,15,14,11,74,10
775553025,CHI,Bears,553386385,Dion Dawkins,LT,78,84,84,1,30,77,320,7,True,False,False,97,0,2,2300000,1250000,73,69,68,88,94,23,6,6,6,28,41,25,14,10,31,12,15,27,21,10
775553025,CHI,Bears,553386668,Thomas Davis,MIKE,58,95,95,2,22,73,235,2,False,False,False,6,6,4,10000000,4000000,89,90,88,87,95,12,8,7,6,70,64,52,48,42,90,78,82,85,86,84
775553025,CHI,Bears,553386977,Eric Kendricks,MIKE,45,81,81,1,32,72,232,9,True,False,False,97,0,1,800000,800000,86,88,80,76,90,24,6,6,6,60,73,15,5,5,88,61,69,73,26,61
775553025,CHI,Bears,553387460,Blake Lynch,MIKE,53,67,67,0,27,74,235,4,True,False,False,97,0,1,800000,800000,86,87,81,69,65,33,24,20,17,67,69,48,43,40,79,58,67,70,27,58
775553025,CHI,Bears,553386384,Craig Hentrich,P,6,93,93,2,22,75,213,1,True,False,False,97,0,4,5400000,1500000,72,78,75,80,99,60,65,70,75,80,70,65,60,55,14,12,15,14,74,11
775553025,CHI,Bears,553386432,Dan Fouts,QB,14,96,96,2,22,75,204,1,True,False,False,97,0,2,18000000,18000000,64,69,67,69,95,96,90,95,93,63,50,50,50,50,45,60,65,50,50,65
775553025,CHI,Bears,553387710,Joe Flacco,QB,5,90,90,2,22,78,245,1,True,False,False,97,0,3,4050000,1500000,73,74,70,78,88,95,88,89,93,70,20,10,8,6,29,15,20,24,83,10
775553025,CHI,Bears,553387652,Ryan Fitzpatrick,QB,15,84,84,1,22,74,223,1,True,False,False,97,0,1,800000,800000,78,77,76,70,89,88,91,90,85,65,30,35,30,25,30,0,45,45,50,55
775553025,CHI,Bears,553388940,Chase Young,REDGE,99,85,85,2,25,77,264,4,True,False,False,97,0,4,7000000,2250000,86,90,86,86,87,32,28,25,20,43,33,14,10,5,86,34,47,81,41,85
775553025,CHI,Bears,553388101,Will McDonald IV,REDGE,97,76,76,1,25,75,241,1,True,False,False,97,0,2,1600000,850000,82,87,88,69,73,44,30,25,22,49,48,35,30,28,82,38,50,70,77,78
775553025,CHI,Bears,553386962,Darius Robinson,REDGE,92,70,70,0,22,77,285,0,True,False,True,97,0,0,0,0,74,77,77,87,73,17,12,19,27,29,25,10,8,6,78,32,33,77,26,71
775553025,CHI,Bears,553386710,Kingsley Enagbare,REDGE,55,68,68,0,24,76,258,2,True,False,True,97,0,0,0,0,77,83,67,83,70,20,6,6,6,31,28,14,7,5,82,28,43,74,29,65
775553025,CHI,Bears,553387923,Logan Mankins,RG,70,98,98,3,22,76,308,1,True,False,False,97,0,4,18000000,8500000,68,74,70,96,96,16,6,6,6,74,48,42,40,36,51,15,23,45,20,46
775553025,CHI,Bears,553387276,Zak Zinter,RG,62,75,75,1,23,78,315,0,True,False,False,97,0,1,800000,800000,63,65,54,88,78,21,9,7,6,40,22,15,7,5,44,8,9,39,32,28
775553025,CHI,Bears,553386449,Bob Brown,RT,76,99,99,3,22,75,280,1,True,False,False,97,0,3,15000000,10000000,70,76,74,99,99,26,10,8,6,75,60,42,30,25,70,8,8,22,19,10
775553025,CHI,Bears,553386155,Trey Pipkins III,RT,79,72,72,0,27,78,307,5,True,False,False,97,0,1,800000,800000,70,75,65,83,84,16,6,6,6,42,47,26,20,15,40,12,12,40,80,30
775553025,CHI,Bears,553386288,Jared Verse,SAM,8,77,77,1,23,76,254,0,True,False,False,97,0,4,6200000,1750000,86,90,80,84,79,17,7,6,5,62,67,44,39,32,84,45,48,82,22,75
775553025,CHI,Bears,553386343,Willie Harvey,SAM,48,69,69,0,28,71,230,5,True,False,False,97,0,1,800000,800000,84,89,80,68,63,25,6,6,6,50,54,15,5,5,85,54,58,73,31,64
775553025,CHI,Bears,553387777,Nik Bonitto,SAM,42,65,65,0,24,75,240,2,True,False,True,97,0,0,0,0,88,92,82,72,65,39,32,30,25,45,48,10,5,5,74,29,45,68,23,75
775553025,CHI,Bears,553388437,Yasir Abdullah,SAM,56,63,63,0,24,73,234,1,True,False,True,97,0,0,0,0,90,95,83,70,59,20,9,7,6,45,64,27,24,20,75,60,50,59,0,66
775553025,CHI,Bears,553387430,Johnny Robinson,SS,42,99,99,2,21,73,205,1,True,False,False,97,0,3,13500000,8000000,92,91,90,75,88,30,20,18,15,65,82,65,60,55,95,94,97,92,80,85
775553025,CHI,Bears,553388146,Jordan Fuller,SS,35,81,81,1,26,74,203,4,True,False,False,97,0,3,2400000,850000,89,86,80,59,85,32,21,15,12,57,73,32,22,17,77,74,77,58,30,34
775553025,CHI,Bears,553386490,Mark Bavaro,TE,89,99,99,2,22,76,245,1,True,False,False,97,0,3,13500000,4500000,82,83,78,91,89,22,20,10,6,87,91,88,84,72,34,29,32,55,25,22
775553025,CHI,Bears,553387199,Mike Gesicki,TE,88,93,93,1,20,78,245,1,True,False,False,97,0,2,3800000,2250000,85,88,90,65,82,40,40,40,40,85,92,80,87,88,30,10,15,60,29,10
775553025,CHI,Bears,553387641,Noah Gray,TE,87,73,73,0,25,75,240,3,True,False,False,97,0,1,800000,800000,84,88,86,67,78,51,43,36,31,78,86,66,61,58,37,14,18,36,22,10
775553025,CHI,Bears,553387806,Joey Porter,WILL,55,94,94,2,22,75,248,1,True,False,False,97,0,4,7800000,2250000,86,91,82,84,90,6,6,6,6,37,71,15,8,4,94,66,70,91,92,83
775553025,CHI,Bears,553387918,Cory Littleton,WILL,44,69,69,0,30,75,225,8,True,False,False,97,0,1,800000,800000,81,82,78,73,79,18,6,6,6,44,64,15,15,15,81,61,65,69,26,63
775553025,CHI,Bears,553388401,James Lofton,WR,80,98,98,3,22,75,187,1,True,False,False,97,0,4,24000000,12000000,96,91,93,75,92,25,22,20,28,86,98,97,96,99,29,10,17,27,19,10
775553025,CHI,Bears,553386460,A.J. Green,WR,18,92,92,2,21,76,207,1,True,False,False,97,0,3,5250000,2000000,90,92,88,78,94,10,10,10,10,89,96,92,94,92,10,90,88,20,15,15
775553025,CHI,Bears,553386075,Irving Fryar,WR,83,91,91,1,22,74,200,1,True,False,False,97,0,4,4600000,1250000,90,92,88,75,97,30,25,20,15,82,96,88,90,94,25,40,35,20,15,20
775553025,CHI,Bears,553386479,Roddy White,WR,84,89,89,1,22,72,210,1,True,False,False,97,0,4,4600000,1150000,90,91,88,75,87,25,20,15,10,85,93,86,90,93,45,63,65,23,29,10
775553025,CHI,Bears,553388547,Javon Baker,WR,82,74,74,1,22,73,202,0,True,False,False,97,0,1,800000,800000,91,89,90,59,59,26,15,10,10,74,83,74,79,81,27,22,21,25,88,10
775553026,CIN,Bengals,553387650,Jim Ringo,C,51,98,98,2,24,73,232,1,True,False,False,97,0,2,6000000,5000000,82,78,80,90,95,20,15,15,15,50,50,40,35,30,34,22,27,34,30,27
775553026,CIN,Bengals,553387798,Lloyd Cushenberry III,C,79,81,81,0,26,76,315,4,True,False,False,97,0,1,800000,800000,72,67,57,85,86,22,6,6,6,30,30,10,5,5,22,13,14,23,21,12
775553026,CIN,Bengals,553386317,Eric Allen,CB,24,99,99,2,21,70,190,1,True,False,False,97,0,7,36630000,15000000,96,94,95,78,97,27,6,6,6,70,76,40,35,30,95,97,98,85,75,94
